Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cabo Verde,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142246875,139468114,140630758,138476239,132019065,137728155,190651207,235253171,264308140,267448513,306891107,319827058,357160985,490417389,406580652,487148993,501979069,490608657,521910560,592416703,539227277,563024383,620974660,813963830,924318490,971977088,1107891063,1513933983,1789333748,1711817181,1664310769,1865915544,1741809808,1850470042,1859898513,1596800287,1662998678,1769787215,1966983316,1981845740,0
Costa Rica,CRI,507513829,490325181,479180824,511902136,542578367,592981162,647305630,699456618,773841494,853630203,984830158,1077152902,1238251695,1528916185,1666544754,1960863465,2412555425,3072427012,3523208809,4035519323,4831447001,2623807074,2606621255,3146770103,3660476458,3919203960,4418983870,4532952047,4614629898,5251025767,5711687786,7168999670,8528593420,9537297723,10432619325,11513472785,11618286652,12552071487,13617405297,14195623342,14949514493,15913363440,16504795592,17196009811,18528955524,19948261084,22602721765,26743972564,30612927059,30562361123,37268614024,42262697840,46473128285,49745088111,50577769837,54775994478,57157992434,58481858042,60553901420,61801385049,0
Caribbean small states,CSS,1880306125,2038301741,2153895647,2290313587,2470264539,2660946063,2888647977,3102515476,3083590686,3359706536,3695257613,4017606922,4639299319,5076285827,6595605182,7706760555,7932122920,9210482685,9433651129,10835423670,13495267729,14890317367,16517827316,16735576444,15982827316,15814747522,14441278727,15521747479,16459864446,16872897190,18011676248,17843525219,17570523339,18998044579,19981135363,22033818890,24055634513,28177583294,30105047881,31909186898,34198261849,35249124487,36990581960,39545843698,43259576005,48918431749,55670905492,61875372966,70340127757,59411430650,64524470198,69668274255,72051118641,73417589878,74433668499,72828471570,69191343076,71452564226,74967267520,77721714917,0
Cuba,CUB,0,0,0,0,0,0,0,0,0,0,5693005200,6914658400,8135150891,9987709650,11405957317,13027415243,13789579902,14206158674,17844705324,19584443287,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468665,28645436569,24316556025,22085858243,22367254864,28448326756,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100023000000,0,0
Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489914760,576090073,734887973,964026512,1288715209,2154311276,2087496373,2159242416,2160364071,2278248953,2430411900,3090734463,3704813885,4278792597,4563482603,5591130217,5770197348,6912150456,6590291048,7425703928,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897085,11420227884,14547325028,17320552500,18433411267,20072786350,23968764029,27844698989,25945391775,25732432719,27565469097,24978513426,23900872625,23156850006,19842404304,20953442550,22729184365,25309818138,24948935408,0
Czech Republic,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40728950704,29859921158,34805013229,40866748705,47850203856,60147174076,67387788632,62180159376,66807429711,65173130995,61828166496,67808032979,82196001050,100090467581,119814434353,137143471328,156264095664,190183800884,236816485762,207434296805,209069940963,229562733398,208857719320,211685616592,209358834156,188033050459,196272068576,218628940951,248908731817,250680504529,0
Germany,DEU,0,0,0,0,0,0,0,0,0,0,215838448137,249985055484,299801542047,398374021953,445303484241,490636517211,519754453161,600498238019,740469983446,881345176608,950290856466,800472055387,776576439106,770684323247,725111123634,732534887058,1046259374943,1298176105549,1401233225303,1398967436804,1771671206875,1868945197407,2131571696931,2071323790370,2205074123177,2585792275146,2497244606186,2211989623279,2238990774702,2194204133816,1943145384190,1944107382550,2068624129493,2496128668171,2809187981127,2845802760850,2992196713084,3421229126745,3730027830672,3397791053070,3396354075663,3744408602683,3527344944139,3732743446218,3883920155292,3356235704119,3467498002104,3682602479929,3963767526250,3861123558039,0
Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340989527,0,373371738,395794538,409220087,452328087,462421998,478058304,466048469,491689220,497723960,494004647,502675542,514267869,536080148,551230861,572417440,591122039,622044665,666072101,708633194,768873684,847918929,999105339,1049110684,1128611700,1239144501,1353632941,2042817162,2214681573,2430287967,2603554906,2751461055,3012820409,3324634256,0
Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45872947,57130215,55017758,72804653,82107391,89527576,98665191,109157070,119491932,135161958,151868754,171106184,185137242,201428730,219763222,234058259,245527592,264375666,274522148,292286000,302989185,322409851,331759000,333468888,340205074,333195185,343310666,367199111,364255074,390250148,421375851,458190185,489074333,493825925,501025925,485996296,498296296,520207407,540737037,576229629,519837037,551074074,582403703,0
Denmark,DNK,0,0,0,0,0,0,11931739858,13059064374,13505573866,15414902266,17075457600,19085731252,23232379951,30730626663,34160444798,40474406216,44575892473,49784338519,60362931853,70366241969,71127528699,61877813965,60412844678,60644782176,59105236853,62658568287,88078760103,109414423928,115552846616,112409222182,138247285815,139224688814,152915654478,143195627014,156162386724,185006881515,187632346387,173537647058,176991934992,177965188354,164158739097,164791442543,178635163717,218096033517,251373002954,264467336457,282884947702,319423424509,353361038818,321241303699,321995279401,344003137611,327148943812,343584391647,352993631617,302673070846,313115929314,332121063806,356879499797,350104327658,0
Dominican Republic,DOM,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044592944,6122198120,5826987099,5374314928,6686593059,7073675544,9734321854,11356271338,13081042396,14664237669,16598679275,18241691854,20017908832,21672526559,22137599984,24305116729,25601765403,27137508655,21403167849,22322395369,35777570134,37879869898,43965420071,48122547176,48261033297,53860175556,58029750744,60681537194,62682163837,67179914026,71164825257,75704720189,79997975622,85555378043,88941299734,0
Algeria,DZA,0,0,2001468867,2703014867,2909351792,3136258896,3039834558,3370843065,3852115816,4257218772,4863487492,5077222366,6761786386,8715105930,13209713643,15557934268,17728347374,20971901273,26364491313,33243422157,42345277342,44348672667,45207088715,48801369800,53698278905,57937868670,63696301892,66742267773,59089067187,55631489801,62045099642,45715367087,48003298223,49946455210,42542571305,41764052457,46941496779,48177862501,48187747528,48640580406,54790233855,54744725765,56760246981,67863841333,85325003122,103198251003,117027321306,134845573817,171008067513,137206139022,161155315145,200254371997,209021250805,209724351221,213860450595,166361491140,159994837855,170163165960,175405660377,171091289782,0
East Asia & Pacific (excluding high income),EAP,80250493641,70446019997,64553767695,69902770698,81045145099,94581254563,103540472760,100327451309,101263489712,113708221259,126754692007,136312508921,154640871985,194700763785,219659099843,246943735735,250649536372,289645128619,280407231423,324800784563,374787819832,399935092084,419729871996,440421938482,478031145992,523887269107,522409369802,515943573362,572205344911,618412463171,662879649054,719408974253,806166278366,885049869025,1064721034788,1314165537810,1509463177863,1563525831175,1433031594737,1576375003974,1737749129261,1848789443485,2046198377299,2315828971757,2685127810718,3110134079005,3745631317286,4735293106343,5990763203434,6496157409688,7874770924892,9620273762794,10727640354235,11835629991510,12761629787232,13294602254117,13575794190520,14835961478596,16594146987960,17151686026915,0
Early-demographic dividend,EAR,151710641065,152833587349,158621887184,168185859037,193055401617,209371590635,206448731440,216938455959,234835259599,262321358690,279020915487,301220799639,331134691141,423338544573,593424176979,635950355468,693476881003,775182068218,858654306071,1044377009409,1297249977434,1446432600426,1378951805911,1391392890604,1379845237359,1414883644290,1425500857994,1431465106441,1525313378674,1550134267369,1819322596299,1927413036985,2115223040436,2316491616326,2429223819937,2494157229089,2716413088606,2905168131422,2871419752686,3039237639701,3310687184969,3276711855487,3181210763289,3538817561930,4114924539187,4796423014020,5484204669702,6503649718661,7333172265219,7059238259316,8575074872867,9613820765240,10081635886117,10259814437389,10620471211777,10311638541292,10550444704869,11399719349294,11645984950915,11989867025219,0
East Asia & Pacific,EAS,153258057232,153705822175,157267972570,175495039565,201631014244,224575551901,251080310503,272054381801,299757818546,345294367341,407459144869,452784421140,562058538942,740870149275,852973117221,933922320300,1026745930321,1223972960081,1544902214777,1677595872430,1812999207708,1998644102063,1958557967748,2084753977838,2233309910977,2357066829512,3081018856091,3618399645447,4354039583864,4534466884167,4736015998425,5347668276481,5842841624260,6535027116955,7308897693700,8306233510533,8004121514036,7659298610269,6865582430737,7667708144684,8297737596565,7718742373703,7844844857116,8626683823605,9677471508167,10332368400735,10960408641318,12262928056571,14148068323132,14572385316546,16988747056146,19687376400049,21072075411804,21318560290646,22002182897791,21911638600129,22658589044442,24222685964338,26351346134237,26924664688093,0
Europe & Central Asia (excluding high income),ECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863023050189,834997438917,894075442146,872295474270,803991658719,788208048754,676992531407,723125128256,730185957551,762247735825,706305214462,592456551089,662443215872,655123660901,750180416420,946383625544,1255527832569,1587456615931,1946458171775,2503767485968,3102574233333,2434007908564,2944940077492,3660261685135,3904070673139,4139016998710,3841761017808,2916638590939,2773218419978,3114811233223,3192144799381,3248461689441,0
Europe & Central Asia,ECS,0,0,0,0,0,0,735336937615,791911711743,828389698244,916253370971,1016033191104,1147925266544,1376426424729,1751362620480,1980222389835,2311907987330,2403699713392,2719088245031,3333253542961,4066212425701,4597015711004,4091310567633,3942429797290,3824479618399,3675877013972,3804082870045,5192017014026,6415629458430,7141608205610,7237182383454,8853717201319,9129990414713,9790981945516,8992738191793,9402814207666,10856847883981,11079547972549,10510950694215,10781325035294,10659427783532,10032230959415,10142982958803,11088759677981,13500552311959,15738381687087,16757261510763,18146349641681,21201858431040,23274110108626,20471170410114,20967706431399,23249955211795,22412505450270,23421005051887,23738526473026,20450302716605,20388826551162,21610837008711,23145668465857,22792819661712,0
Ecuador,ECU,2069465326,1753850416,1518208221,1824344492,2244146867,2387048255,2429309513,2553596091,2582180794,3112166848,2862504169,2754220263,3185987234,3891755551,6599259420,7731677256,9091924304,11026346589,11922502170,14175166007,17881514682,21810767209,19929853574,17152483214,16912515183,17149094589,15314143988,13945431882,13051886552,13890828707,15239278100,16988535267,18094238119,18938717358,22708673336,24432884442,25226393196,28162053026,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,107435665000,0
"Egypt, Arab Rep.",EGY,0,0,0,0,0,4948667540,5278005611,5605484298,5932242990,6524455205,8042200452,8609283346,9299638055,10098534613,9228963224,11632178868,13315988083,14400806875,14811704063,18020571428,21669908177,22136081081,27655172413,30966239813,33971188991,39053502251,41253507951,40455616653,34980124929,39756299049,42978914311,37387836490,41855986519,46578631452,51897983392,60159245060,67629716981,78436578171,84828807556,90710704806,99838543960,96684636118,85146067415,80288461538,78782467532,89600665557,107426086956,130437828371,162818181818,189147005444,218983666061,235989672977,279116666666,288434108527,305595408895,329366576819,332441717791,235733695652,249712999437,303092255125,0
Euro area,EMU,244896104747,269034553263,298896117577,335428228059,373120331332,407845696622,444997457138,483543249069,519125490808,579482266757,642870272975,728631782016,880208593110,1142685108120,1295885592532,1502576809244,1568104410401,1783667476515,2184191678846,2645854401363,2963319929222,2575360777647,2493440980012,2432534575144,2333292771636,2397100153441,3364199838684,4161029984600,4576289566013,4674511043068,5882985731385,6110858514458,6740490547716,6169116435462,6513051833711,7516521296230,7605554782291,6952385218063,7149193787843,7113969066290,6479499625836,6590446636963,7166146903956,8842875774260,10141431551374,10519142335365,11174369784984,12862413685145,14099137973401,12885825162594,12628837653379,13623185516340,12639557374481,13190250310518,13490553822082,11668482860489,11967164887075,12671044522003,13686889517984,13356063677260,0
Spain,ESP,12072126075,13834300571,16138545209,19074913947,21343844643,24756958694,28721062242,31647119228,31475548481,36038711599,40992995008,46619420359,59132415221,78639525985,97274006345,114777046376,118507184779,132449277108,160599687500,214601955875,232766822928,202807891511,195996754505,170951185614,172102910370,180793463796,251321075204,318747935588,376160409941,414757056921,536558591250,577166174539,630916018202,525075636030,530562634455,614609020549,642588992512,590077272727,619214834614,634693160025,596877648793,627286800894,705394315829,905492099322,1067093369754,1153285660987,1259343871534,1472131125102,1625224842536,1485583495415,1420722034063,1478772824224,1324820091194,1354757433212,1369398844599,1195119269971,1232076017361,1312539279462,1422153839840,1393490524517,0
Ethiopia,ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324903188,7707678019,8567890821,8096302367,9480840483,9848600869,10527338647,10908935748,11476584879,12175166763,13463868357,10492993077,8830712713,6927950564,7663984567,8547939730,8589211390,7818224905,7700833482,8242392103,8231326016,7850809498,8623691300,10131187261,12401139453,15280861834,19707616772,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228233,64589334978,74296618481,81770791970,84269348327,95912590628,0
European Union,EUU,0,0,0,0,0,0,503752609399,547482260350,586432328718,653698233457,726176557516,821085900422,990760761713,1282454921466,1452249691939,1691435780213,1770646272343,2005568494443,2443515283124,2953822103547,3304278201967,2880935052248,2778285618525,2702955363034,2604252043352,2678543114320,3745284663925,4632787700842,5085986571203,5195419783931,6500670912427,6732657775959,7401120385590,6757764931003,7159235897836,8296652632379,8432248464466,7733664057856,7969482287145,7923321097094,7259892617357,7387730549105,8049791025743,9912163142683,11399525267353,11905795335412,12703637408891,14711331737881,16237754076873,14710262893228,14544075622068,15744157300202,14636296706794,15293400915549,15632613367402,13545081361696,13886845315710,14758432346844,15965026482630,15626448476438,0
Fragile and conflict affected situations,FCS,17248392836,17969415002,19816815026,22782948594,20059244831,22034941960,23487908901,22775773526,24057049316,27052532925,32909291255,33511935983,38333966646,46938574670,69919168307,78513153478,92556684714,101521283451,111872625554,140714539027,175746342250,245604038409,234710725796,197611954208,177287349008,181447427807,169919032833,170233072496,179833942935,164856858292,259628018818,268714426364,267276312176,248507261403,239830869020,277733732779,287884939893,321383421190,323212581410,350258147397,412071314412,407655075505,391543851502,416730134398,518797637650,649000784696,806143150767,981220334496,1264525234630,1193831251702,1430217427154,1453117436183,1678806401944,1763713251391,1923217210047,1726905458298,1550706828001,1569590877815,1698248056693,1778456492418,0
Finland,FIN,5224102195,5921659485,6340580854,6885920328,7766655085,8589340019,9208524504,9368954010,8823033880,10070766720,11357516987,12527405512,14743186119,19472363466,24848821490,29472623242,31849513771,33499799321,36256160288,44465255686,53645202422,52448332874,52797582336,50973526900,52888800949,55875863392,73531550551,91594751792,109058990760,119012054870,141438345513,127773856785,112532519246,89214114708,103299943084,134189814814,132129174216,126912152101,134038718291,135218410398,125706651925,129421029082,139738377564,171274266365,197116960516,204809103345,216907539831,256052559540,284553976856,252496526813,249181190476,275243697751,258304834621,271285280621,274497230802,234440080998,240607907010,255232257243,275946554578,269296310180,0
Fiji,FJI,112328422,116987784,122906434,129454728,140032741,147084750,150603925,162625885,166952937,182182067,219878482,247749327,316650508,425963359,558589870,684268280,694552411,719533137,829239489,1019743927,1202567359,1235899836,1194015444,1123107276,1177997413,1141210124,1290228616,1177908191,1109976927,1182686577,1337024782,1383843860,1531803060,1635426125,1825285158,1970347720,2129266728,2093994597,1656784779,1942170999,1684109743,1660102345,1842691481,2315935752,2727507212,3006725014,3102741451,3405050611,3523185919,2870624635,3140508835,3774530615,3972012570,4190143206,4856963251,4682546881,4930204219,5353404418,5581393120,5496250694,0
France,FRA,62225478000,67461644222,75607529809,84759195105,94007851047,101537248148,110045852177,118972977486,129785441507,141903068680,148456359985,165966615366,203494148244,264429876252,285552373158,360832186018,372319038514,410279486493,506707848837,613953129818,701288419745,615552202776,584877732308,559869179791,530683779929,553138414367,771470783218,934173305685,1018847043277,1025211803413,1269179616913,1269276828275,1401465923172,1322815612694,1393982750472,1601094756209,1605675086549,1452884917959,1503108739159,1492647560196,1362248940482,1376465324384,1494286655373,1840480812641,2115742488204,2196126103718,2318593651988,2657213249384,2918382891460,2690222283967,2642609548930,2861408170264,2683825225092,2811077725703,2852165760630,2438207896251,2471285607081,2595151045197,2787863958885,2715518274227,0
"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106500000,0,0,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,0,0
Gabon,GAB,141468977,167637907,182796536,154480244,215679855,226474285,245849781,271543680,294468564,318124701,323802475,381687073,430508357,722780701,1544216003,2157592936,3009409970,2809349074,2389479269,3030251116,4279637933,3862269126,3618007844,3391275731,3561451562,3339914759,3403638193,3281797038,3834503378,4186411457,5952293765,5402919956,5592390848,4378645081,4190819314,4958845906,5694040336,5326816858,4483417119,4662992036,5067865320,5023265365,5335451307,6511903657,7770219479,9582783318,10327598800,12455410055,15571349775,12113699660,14372591916,18210308748,17170465294,17595745653,18203968001,14383107714,14023890620,14929488770,16862282413,16874450215,0
United Kingdom,GBR,73233967692,77741965703,81247564156,86561961812,94407558351,101824755078,108572752102,113116888210,107759910067,116464702803,130671946244,148113896325,169965034965,192537971582,206131369798,241756637168,232614555256,263066457352,335883029721,438994070309,564947710899,540765675241,515048916841,489618008185,461487097632,489285164271,601452653180,745162608269,910122732123,926884816753,1093169389204,1142797178130,1179659529659,1061388722255,1140489745944,1341584345905,1415358814352,1559078258022,1650172242464,1682399288141,1657816613708,1640246149417,1784473920863,2053018775510,2416931526913,2538680000000,2713749770009,3100882352941,2922667279411,2410909799034,2475244321361,2659310054646,2704887678386,2786022872706,3063803240208,2928591002002,2694283209613,2666229179958,2860667727551,2829108219165,0
Georgia,GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7753501867,6357615894,3690328963,2701181331,2513870586,2693731865,3094935186,3510520231,3613498174,2800026339,3057475288,3219488663,3395728013,3991284895,5125365191,6410823633,7745394293,10172882370,12795076469,10766836276,12243505582,15107441446,16488403076,17189551520,17627003454,14953950557,15141758566,16242916915,17599700090,17477255545,0
Ghana,GHA,1217230038,1302674264,1382515590,1540797516,1731296118,2053462872,2126300573,1747187539,1666910166,1962051319,2215029450,2417107708,2112292944,2465492957,2894409937,2810106382,2765254237,3189428571,3662478184,4020227920,4445228215,4222441614,4035994397,4057275042,4412279843,4504342149,5727602644,5074829931,5197840979,5251764264,5889174825,6596546195,6413901601,5966255778,5444560669,6465137614,6934984709,6891308593,7480968858,7719354838,4983024408,5314909953,6166330136,7632406552,8881368538,10744675209,20440893017,24827844949,28678701891,26048108185,32197272797,39337314809,41270954737,62405374785,53660342159,48564863888,55009730600,58998132329,65556464048,66983634223,0
Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922600899,2041538057,2384295763,2432029380,2666616176,3014890569,3284625277,3279063317,3383218922,3693753379,3869032270,3783788551,3588376057,3461282293,2995360969,2829435956,2950198648,3446441698,3635458132,2937071767,4220019242,6281917655,6964179193,6716904568,6853467857,6785137172,7638045254,8376613843,8778473614,8794202443,8595955581,10324668266,10907214993,12296665331,0
"Gambia, The",GMB,0,0,0,0,0,0,44212353,46695363,41160658,45168722,52296836,55728608,59161544,75187969,95797533,115182522,112189468,138094243,171836793,207114382,241080708,218764445,216051495,213446562,177338801,225724851,185646209,220626484,266673126,284119692,317083373,690314321,714255460,755042548,746491692,785996982,848237108,803630742,840285264,814723460,782915402,687408804,578236035,487038821,961900106,1027702254,1054113426,1279704744,1561763437,1450140385,1543292392,1409694553,1415006238,1375608956,1229460601,1378176868,1484579844,1504909753,1670670668,1826073739,0
Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,78733594,78540057,87702828,89374237,98775328,108985740,112386489,114971207,122666858,118537875,110653830,154731969,165523634,163577538,138478900,143856253,130225018,173836362,164458120,213143016,243961995,257150374,226313443,236880821,235620043,253966922,270419779,268550998,206457544,224446663,370173838,392621385,417806667,477458598,532062927,587029054,592365688,696910810,868154708,830126469,849878424,1099818651,989271229,1046087417,1054915645,1048229629,1179004941,1350177127,1458868241,1339449165,0
Equatorial Guinea,GNQ,0,0,9122751,10840095,12712471,64748333,69110000,72317446,67514285,67225714,66331428,64946954,65429198,81203226,94159862,104295643,103653049,103987520,0,0,50642880,36731422,44294647,44442456,50320914,62118564,76407396,93345847,100534663,88265974,112119406,110906032,134707184,136047896,100807001,141853368,232463036,442337849,370687618,621117885,1045998496,1461139022,1806742742,2484745935,4410764338,8217369092,10086528698,13071718758,19749893536,15027795173,16314442183,21357344847,22388345810,21948835350,21765454404,13185496836,11240809132,12200914929,13278488567,11026774945,0
Greece,GRC,4335186016,4961400439,5213047711,5895278024,6669673257,7689154053,8591517943,9275600800,10090675902,11615657031,13139863636,14591750000,16885511363,22347848101,25351306818,28525876726,31152835820,36176234967,44270204081,54481876724,56829664268,52346506765,54617989795,49428873839,48020024183,47820851221,56379593476,65652750377,76261277924,79169043222,97891092003,105143232379,116224672863,108809059155,116601801966,136878365936,145861612400,143157600149,144428172489,142540728744,130133845586,136191353914,153830946734,201924269751,240521261484,247783002114,273317736795,318497937311,354460802695,330000251458,299361576293,287797821676,245670666767,239862011051,237029578730,196591353872,195222443844,203588424740,218138367208,209852761132,0
Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71494495,88322386,102244362,110900457,115651918,125435590,131803552,145533310,167728455,187589522,215009569,236357523,267327642,278098762,300757888,310160444,309812185,325111814,342172518,366911444,392190592,445903592,482009370,520044370,520444185,540336925,591018407,599118592,695555555,698700666,758683592,825976037,771275555,771013259,778655925,799882259,842620111,911497407,997007925,1061631222,1125685185,1168696296,1210603703,0
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,69520026,88570952,106101175,140153748,169918948,211194305,240780413,282269373,355989047,420642463,476055288,435746974,402405069,416183706,379371608,412876071,603015696,787392365,898611007,929796722,1018970364,1016493394,1037921836,927219728,1005879948,1208946165,1197509786,1072147778,1149862702,1131561595,1068030829,1086172922,1169138789,1558753434,1822486688,1849805732,2013099482,2249811708,2499107510,2529948329,2503156060,2684467375,2609667673,2684952726,2842048997,2499115623,2707146783,2826651925,3051626389,0,0
Guatemala,GTM,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652086,7231963515,7084399840,7841602824,8410724360,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026221,19395491992,18318412251,19288827158,18702802522,20776403774,21917430694,23965275794,27211377107,30231249625,34113107372,39136436613,37733609794,41338008612,47654783851,50388460924,52996540576,57852399705,62186186575,66053725049,71612352644,73118147941,76710355347,0
Guyana,GUY,170215248,185848451,194948375,175756868,194773376,213235294,228705882,250176470,229750000,249300000,267800000,282050000,285380952,307047619,433954545,494791666,454440000,449880000,507080000,530440000,603200000,570357107,482000000,489333333,437631605,453488372,504651139,354591846,413799990,379779389,396582263,348533094,373573141,454101382,540874934,621626785,705406001,749138009,717530683,694754988,712667896,712167575,726131434,743064076,787814379,824880550,2379818382,2730968913,3025189399,3165661864,3432913353,3691384743,4063090015,4167801802,4127664335,4279840361,4482697336,4748174334,4787635821,5173759527,0
High income,HIC,1062852626732,1125076783988,1214493606140,1308308321956,1428041291033,1550792874026,1701229445433,1825273011729,1979372653190,2177716403527,2383122398538,2647378624248,3073900263478,3724938867558,4204727621293,4690534493807,5106785175616,5779025115877,6935265724851,8017511703923,8949167870920,9086307159355,9004227136020,9299471716516,9697265784011,10179105501239,12359840646966,14326219150822,16133956169354,16879725325009,18965140036042,20055226772932,21574250746258,21741527259671,23316514197116,25904394399427,26133421968731,25700594697309,25806892208365,27100981460706,27650770374936,27392718458251,28554305656741,32016046336009,35650217177828,37727652551316,39867880300191,43642947192677,46410909813785,43504219646648,45585671488087,49211742295134,49262520032118,49886888092442,50986874848795,48169284431931,49181225871698,51468319156973,54656884279246,55140634994666,0
"Hong Kong SAR, China",HKG,1320796651,1383681651,1612346412,1935298266,2206466461,2435078534,2489845016,2692474989,2716964388,3189740055,3800766535,4476001946,5710107420,8030117555,9388663645,10048022369,12876366008,15719433719,18315007365,22526035940,28861759209,31055409443,32291306281,29907091339,33511383985,35699543050,41075570591,50622571586,59707404560,68790369107,76928290841,88959620135,104272278634,120353947980,135812069768,144652912433,159717233621,177352785419,168886163221,165768095391,171668164082,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405593,219279678430,214046415026,228637697575,248513617677,262629441493,275696879834,291459356985,309383627028,320837638328,341244161576,361696880780,365711532816,0
Honduras,HND,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160045,4043894878,4266503525,4476697184,4915311846,5278120712,5677828958,6190521241,5902717091,5432344901,4923009551,4648668478,4943700431,4926728932,4642280682,5347445005,5215028986,5737099650,6366340265,6414520529,7103507989,7651174661,7858235333,8230387552,8869311410,9757034456,10917481688,12361257680,13881701033,14587496229,15839344591,17710315005,18528601901,18499710127,19756494434,20979767785,21717622071,23136232229,24024189735,25095395475,0
Heavily indebted poor countries (HIPC),HPC,17351436194,17801113629,19373385902,23373191712,20881706275,24380468450,26551868884,26004342143,27528215711,30640929795,32063341105,34550848656,37511660653,45299303604,55538152816,63196950804,67436645667,79004057436,91007047451,101937233873,108687424233,108564398272,108557919470,102864447165,102704029661,106818215361,122645935440,137709533506,138129336460,133257990158,137680149511,141188190819,129311436066,132834619032,117329532285,133653566290,139607486493,145925484526,153319313193,154974323787,169208402098,161720736406,173730784489,197095154673,226372231553,258319897190,306651037101,366214796876,441915410870,448511321762,490275634951,546434357935,580700670678,647872456883,683129004022,676805764502,669728831074,713187205161,759123536838,783061756161,0
Haiti,HTI,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540601,2257121668,1878248741,2167564194,2813313278,2907514522,3338938830,3723909226,4153736347,6868666119,6364908099,6106867933,5000238128,6005401729,7049954288,7408787819,9315973989,10386485527,11269821158,11661585823,13008748131,13708931889,14498080022,14790765759,14857386163,13723267960,14213814582,15965670198,14332163266,0
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34753569692,38730585922,40124916940,43166678735,46425677734,46658755151,47296952928,48706787306,49073380173,47218405892,53749989092,67608919144,85302003908,103960017914,112980947728,115577256523,139966001509,158136326477,130760312876,131916516051,141759722464,128475498380,135411698965,140765018880,125074286021,128470534117,142961605733,160418835850,163469042867,0
